timestamp_iso,timestamp_unix,hour_of_day,day_of_week,soil_now,moisture_mean,moisture_delta,moisture_slope,dry_duration,temp_now,humidity_now,light_now,combined_stress,risk,anomaly,recovering,sequence,step_in_sequence,minutes_until_water
2026-01-02 03:30:00,1767324600,3,4,6.468,5.367,1.468,0.489,15.833,20.593,73.017,60.378,0.303,1,0,0,147,95,0.0
2026-01-02 03:40:00,1767325200,3,4,5.776,5.561,-0.691,0.259,16.0,18.512,76.281,138.871,0.299,1,0,0,147,96,0.0
2026-01-02 03:50:00,1767325800,3,4,5.0,5.561,-0.776,0.0,16.167,18.18,76.721,216.778,0.311,1,0,0,147,97,0.0
2026-01-02 04:00:00,1767326400,4,4,5.396,5.66,0.396,-0.357,16.333,19.77,76.043,108.986,0.303,1,0,0,147,98,0.0
2026-01-02 04:10:00,1767327000,4,4,5.0,5.293,-0.396,-0.259,16.5,19.687,68.556,74.177,0.306,1,0,0,147,99,0.0
2026-01-02 04:20:00,1767327600,4,4,5.0,5.099,0.0,0.0,16.667,19.058,70.863,149.926,0.306,0,0,0,147,100,0.0
2026-01-02 04:30:00,1767328200,4,4,5.0,5.099,0.0,-0.132,16.833,21.469,62.726,23.864,0.331,1,0,0,147,101,0.0
2026-01-02 04:40:00,1767328800,4,4,5.0,5.0,0.0,0.0,17.0,19.289,67.763,45.363,0.306,1,0,0,147,102,0.0
2026-01-02 04:50:00,1767329400,4,4,5.0,5.0,0.0,0.0,17.167,19.022,76.347,81.764,0.306,1,0,0,147,103,0.0
2026-01-02 05:00:00,1767330000,5,4,5.0,5.0,0.0,0.0,17.333,16.018,68.859,20.0,0.306,1,0,0,147,104,0.0
2026-01-02 05:10:00,1767330600,5,4,5.0,5.0,0.0,0.0,17.5,19.84,74.614,20.0,0.306,1,0,0,147,105,0.0
2026-01-02 05:20:00,1767331200,5,4,5.501,5.125,0.501,0.167,17.667,16.072,62.497,20.0,0.302,1,0,0,147,106,0.0
2026-01-02 05:30:00,1767331800,5,4,5.0,5.125,-0.501,0.0,17.833,19.688,69.144,46.862,0.306,1,0,0,147,107,0.0
2026-01-02 05:40:00,1767332400,5,4,5.0,5.125,0.0,0.0,18.0,15.348,72.04,20.0,0.306,1,0,0,147,108,0.0
2026-01-02 05:50:00,1767333000,5,4,5.0,5.125,0.0,-0.167,18.167,18.077,66.82,20.0,0.306,0,0,0,147,109,0.0
2026-01-02 06:00:00,1767333600,6,4,5.0,5.0,0.0,0.0,18.333,17.37,70.651,32.877,0.306,1,0,0,147,110,0.0
2026-01-02 06:10:00,1767334200,6,4,5.0,5.0,0.0,0.0,18.5,21.706,68.926,20.0,0.335,1,0,0,147,111,0.0
2026-01-02 06:20:00,1767334800,6,4,5.0,5.0,0.0,0.0,18.667,20.144,74.886,98.078,0.309,1,0,0,147,112,0.0
2026-01-02 06:30:00,1767335400,6,4,5.0,5.0,0.0,0.0,18.833,22.345,77.44,20.0,0.345,1,0,0,147,113,0.0
2026-01-02 06:40:00,1767336000,6,4,5.0,5.0,0.0,0.0,19.0,19.111,67.954,202.689,0.307,1,0,0,147,114,0.0
2026-01-02 06:50:00,1767336600,6,4,5.0,5.0,0.0,0.0,19.167,18.738,66.089,132.268,0.306,0,0,0,147,115,0.0
2026-01-02 07:00:00,1767337200,7,4,5.0,5.0,0.0,0.0,19.333,20.449,64.103,259.312,0.331,1,0,0,147,116,0.0
2026-01-02 07:10:00,1767337800,7,4,5.0,5.0,0.0,0.0,19.5,22.202,70.921,280.531,0.366,1,0,0,147,117,0.0
2026-01-02 07:20:00,1767338400,7,4,5.45,5.112,0.45,0.15,19.667,19.459,61.311,396.194,0.358,1,0,0,147,118,0.0
2026-01-02 07:30:00,1767339000,7,4,5.0,5.112,-0.45,0.0,19.833,21.104,66.669,244.359,0.337,1,0,0,147,119,0.0
2026-01-02 07:40:00,1767339600,7,4,5.0,5.112,0.0,0.0,20.0,24.01,71.049,307.643,0.404,1,0,0,147,120,0.0
2026-01-02 07:40:00,1767339600,7,4,68.681,68.681,-0.667,0.0,0.0,20.202,70.202,317.956,0.037,0,0,0,8,0,210.0
2026-01-02 07:50:00,1767340200,7,4,68.163,68.422,-0.518,-0.518,0.0,21.215,66.44,225.87,0.028,0,0,0,8,1,200.0
2026-01-02 07:50:00,1767340200,7,4,5.0,5.112,0.0,-0.15,20.167,20.359,63.859,331.36,0.35,1,0,0,147,121,0.0
2026-01-02 08:00:00,1767340800,8,4,69.075,68.64,0.911,0.197,0.0,20.948,63.538,515.533,0.106,0,0,0,8,2,190.0
2026-01-02 08:00:00,1767340800,8,4,5.0,5.0,0.0,0.0,20.333,22.452,62.77,502.025,0.433,1,0,0,147,122,0.0
2026-01-02 08:10:00,1767341400,8,4,67.745,68.416,-1.329,-0.312,0.0,23.627,67.661,296.792,0.088,0,0,0,8,3,180.0
2026-01-02 08:10:00,1767341400,8,4,5.0,5.0,0.0,0.0,20.5,22.12,68.806,539.961,0.439,1,0,0,147,123,0.0
2026-01-02 08:20:00,1767342000,8,4,5.0,5.0,0.0,0.0,20.667,24.102,63.097,563.975,0.479,1,0,0,147,124,0.0
2026-01-02 08:20:00,1767342000,8,4,67.188,68.043,-0.557,-0.325,0.0,24.604,57.258,486.313,0.172,0,0,0,8,4,170.0
2026-01-02 08:30:00,1767342600,8,4,5.0,5.0,0.0,0.0,20.833,21.561,61.595,410.713,0.392,1,0,0,147,125,0.0
2026-01-02 08:30:00,1767342600,8,4,65.146,67.288,-2.042,-1.309,0.0,25.749,55.274,439.548,0.188,0,0,0,8,5,160.0
2026-01-02 08:40:00,1767343200,8,4,63.107,65.797,-2.039,-1.546,0.0,22.13,52.225,655.076,0.204,0,0,0,8,6,150.0
2026-01-02 08:40:00,1767343200,8,4,5.0,5.0,0.0,0.0,21.0,24.868,59.11,500.085,0.478,1,0,0,147,126,0.0
2026-01-02 08:50:00,1767343800,8,4,5.0,5.0,0.0,0.0,21.167,23.36,71.581,461.759,0.437,1,0,0,147,127,0.0
2026-01-02 08:50:00,1767343800,8,4,61.448,64.222,-1.659,-1.913,0.0,28.053,70.034,559.886,0.237,0,0,0,8,7,140.0
2026-01-02 09:00:00,1767344400,9,4,59.275,62.244,-2.174,-1.957,0.0,24.627,55.981,794.723,0.267,0,0,0,8,8,130.0
2026-01-02 09:00:00,1767344400,9,4,5.0,5.0,0.0,0.0,21.333,25.365,57.084,585.403,0.52,1,0,0,147,128,0.0
2026-01-02 09:10:00,1767345000,9,4,5.0,5.0,0.0,0.0,21.5,23.761,64.298,741.254,0.524,1,0,0,147,129,0.0
2026-01-02 09:10:00,1767345000,9,4,57.329,60.29,-1.946,-1.926,0.0,24.898,62.925,648.489,0.21,0,0,0,8,9,120.0
2026-01-02 09:20:00,1767345600,9,4,55.248,58.325,-2.081,-2.067,0.0,25.783,59.635,568.777,0.204,0,0,0,8,10,110.0
2026-01-02 09:20:00,1767345600,9,4,5.0,5.0,0.0,0.0,21.667,25.212,55.64,686.87,0.554,1,0,0,147,130,0.0
2026-01-02 09:30:00,1767346200,9,4,5.0,5.0,0.0,0.0,21.833,28.072,52.576,598.084,0.592,1,0,0,147,131,0.0
2026-01-02 09:30:00,1767346200,9,4,53.26,56.278,-1.988,-2.005,0.0,28.145,55.371,708.235,0.304,0,0,0,8,11,100.0
2026-01-02 09:40:00,1767346800,9,4,5.0,5.0,0.0,0.0,22.0,27.763,62.491,701.841,0.579,1,0,0,147,132,0.0
2026-01-02 09:40:00,1767346800,9,4,50.543,54.095,-2.718,-2.262,0.0,25.333,59.082,626.713,0.215,0,0,0,8,12,90.0
2026-01-02 09:50:00,1767347400,9,4,48.613,51.916,-1.93,-2.212,0.0,26.474,53.338,683.249,0.279,0,0,0,8,13,80.0
2026-01-02 09:50:00,1767347400,9,4,5.0,5.0,0.0,0.0,22.167,21.505,54.385,661.311,0.491,1,0,0,147,133,0.0
2026-01-02 10:00:00,1767348000,10,4,5.0,5.0,0.0,0.0,22.333,26.21,57.901,798.189,0.591,1,0,0,147,134,0.0
2026-01-02 10:00:00,1767348000,10,4,46.526,49.735,-2.087,-2.245,0.0,29.354,50.526,961.547,0.403,0,0,0,8,14,70.0
2026-01-02 10:10:00,1767348600,10,4,5.0,5.0,0.0,0.0,22.5,25.615,60.774,800.231,0.571,1,0,0,147,135,0.0
2026-01-02 10:10:00,1767348600,10,4,44.15,47.458,-2.376,-2.131,0.0,25.25,47.844,835.995,0.33,0,0,0,8,15,60.0
2026-01-02 10:20:00,1767349200,10,4,42.377,45.416,-1.772,-2.078,0.0,27.6,57.493,836.282,0.321,0,0,0,8,16,50.0
2026-01-02 10:20:00,1767349200,10,4,5.0,5.0,0.0,0.0,22.667,24.382,51.065,955.044,0.624,1,0,0,147,136,0.0
2026-01-02 10:30:00,1767349800,10,4,40.539,43.398,-1.839,-1.996,0.0,26.96,65.128,796.894,0.287,0,0,0,8,17,40.0
2026-01-02 10:30:00,1767349800,10,4,5.0,5.0,0.0,0.0,22.833,23.737,63.135,819.728,0.546,1,0,0,147,137,0.0
2026-01-02 10:40:00,1767350400,10,4,5.0,5.0,0.0,0.0,23.0,27.995,54.325,892.986,0.666,1,0,0,147,138,0.0
2026-01-02 10:40:00,1767350400,10,4,38.658,41.431,-1.881,-1.83,0.0,26.358,54.235,823.324,0.325,0,0,0,8,18,30.0
2026-01-02 10:50:00,1767351000,10,4,37.246,39.705,-1.412,-1.71,0.0,25.213,56.952,805.936,0.299,0,0,0,8,19,20.0
2026-01-02 10:50:00,1767351000,10,4,5.0,5.0,0.0,0.0,23.167,24.549,59.885,776.058,0.547,1,0,0,147,139,0.0
2026-01-02 11:00:00,1767351600,11,4,34.278,37.68,-2.968,-2.087,0.167,28.874,55.214,760.45,0.382,0,0,0,8,20,10.0
2026-01-02 11:00:00,1767351600,11,4,5.0,5.0,0.0,0.0,23.333,29.302,58.818,892.163,0.665,1,0,0,147,140,0.0
2026-01-02 11:10:00,1767352200,11,4,30.153,35.084,-4.124,-2.835,0.333,29.784,54.327,803.147,0.45,1,0,0,8,21,0.0
2026-01-02 11:10:00,1767352200,11,4,5.0,5.0,0.0,0.0,23.5,25.058,46.459,832.04,0.639,1,0,0,147,141,0.0
2026-01-02 11:20:00,1767352800,11,4,5.0,5.0,0.0,0.0,23.667,28.439,60.571,885.744,0.643,1,0,0,147,142,0.0
2026-01-02 11:20:00,1767352800,11,4,27.868,32.386,-2.285,-3.126,0.5,26.58,50.925,872.603,0.453,1,0,0,8,22,0.0
2026-01-02 11:30:00,1767353400,11,4,24.948,29.312,-2.92,-3.11,0.667,30.237,53.392,771.069,0.499,1,0,0,8,23,0.0
2026-01-02 11:30:00,1767353400,11,4,5.0,5.0,0.0,0.0,23.833,26.467,51.289,932.936,0.658,1,0,0,147,143,0.0
2026-01-02 11:40:00,1767354000,11,4,5.0,5.0,0.0,0.0,24.0,27.917,53.999,1031.962,0.668,1,0,0,147,144,0.0
2026-01-02 11:40:00,1767354000,11,4,22.484,26.364,-2.464,-2.556,0.833,25.096,55.283,954.988,0.462,1,0,0,8,24,0.0
2026-01-02 11:50:00,1767354600,11,4,20.625,23.982,-1.859,-2.414,1.0,26.453,54.657,823.788,0.482,1,0,0,8,25,0.0
2026-01-02 11:50:00,1767354600,11,4,5.0,5.0,0.0,0.0,24.167,28.539,54.217,881.584,0.672,1,0,0,147,145,0.0
2026-01-02 12:00:00,1767355200,12,4,5.0,5.0,0.0,0.0,24.333,30.623,44.171,892.167,0.76,1,0,0,147,146,0.0
2026-01-02 12:00:00,1767355200,12,4,18.037,21.524,-2.588,-2.304,1.167,29.777,45.687,923.635,0.627,1,0,0,8,26,0.0
2026-01-02 12:10:00,1767355800,12,4,14.743,18.973,-3.294,-2.58,1.333,28.522,51.274,856.312,0.594,2,0,0,8,27,0.0
2026-01-02 12:10:00,1767355800,12,4,5.0,5.0,0.0,0.0,24.5,30.306,46.994,844.769,0.727,1,0,0,147,147,0.0
2026-01-02 12:20:00,1767356400,12,4,13.122,16.632,-1.622,-2.501,1.5,24.135,46.628,994.406,0.571,1,0,0,8,28,0.0
2026-01-02 12:20:00,1767356400,12,4,5.0,5.0,0.0,0.0,24.667,26.965,49.918,1000.749,0.673,1,0,0,147,148,0.0
2026-01-02 12:30:00,1767357000,12,4,5.0,5.0,0.0,0.0,24.833,25.414,54.707,912.916,0.623,1,0,0,147,149,0.0
2026-01-02 12:30:00,1767357000,12,4,9.969,13.968,-3.152,-2.689,1.667,29.233,55.497,1035.04,0.639,2,0,0,8,29,0.0
2026-01-02 12:40:00,1767357600,12,4,6.931,11.191,-3.038,-2.604,1.833,30.61,56.111,840.697,0.669,2,0,0,8,30,0.0
2026-01-02 12:40:00,1767357600,12,4,5.0,5.0,0.0,0.0,25.0,26.12,52.85,963.654,0.644,1,0,0,147,150,0.0
2026-01-02 12:50:00,1767358200,12,4,5.0,5.0,0.0,0.0,25.167,26.609,48.327,971.355,0.675,1,0,0,147,151,0.0
2026-01-02 12:50:00,1767358200,12,4,5.0,8.756,-1.931,-2.707,2.0,27.565,56.752,1086.907,0.649,2,0,0,8,31,0.0
2026-01-02 13:00:00,1767358800,13,4,5.0,5.0,0.0,0.0,25.333,27.891,50.914,875.218,0.676,1,0,0,147,152,0.0
2026-01-02 13:00:00,1767358800,13,4,5.0,6.725,0.0,-1.656,2.167,27.692,54.831,795.531,0.63,1,0,0,8,32,0.0
2026-01-02 13:10:00,1767359400,13,4,5.0,5.0,0.0,0.0,25.5,25.62,55.459,923.522,0.623,1,0,0,147,153,0.0
2026-01-02 13:10:00,1767359400,13,4,5.0,5.483,0.0,-0.644,2.333,30.27,53.404,881.375,0.705,1,0,0,8,33,0.0
2026-01-02 13:20:00,1767360000,13,4,5.0,5.0,0.0,0.0,25.667,30.734,57.84,869.494,0.687,1,0,0,147,154,0.0
